id,uuid,pid,language,title,fname,mname,lname,suffix,DOB,age,sex,street,city,state,postal_code,county,drivers_license,ss,phone_cell,occupation,status,pharmacy_id,race,ethnicity,email,pricelevel,deceased_date,deceased_reason,pubpid,date,regdate,religion,country_code,phone_home,phone_biz,phone_contact,contact_relationship,gender_identity,sexual_orientation,referrer,referrerID,email_direct,ethnoracial,interpretter,migrantseasonal,family_size,financial,monthly_income,homeless,genericname1,genericval1,genericname2,genericval2,squad,referral_source,primary_insurance,usertext2,usertext3,usertext4,usertext5,usertext6,usertext7,usertext8,userlist1,userlist2,userlist3,userlist4,userlist5,userlist6,userlist7,advance_directive_user_authenticator,vfc,mothersname,allow_imm_reg_use,allow_imm_info_share,allow_health_info_ex,allow_patient_portal,preferred_name,sex_identified,pronoun,providerID,ref_providerID,billing_note,financial_review,hipaa_mail,hipaa_voice,hipaa_notice,hipaa_message,hipaa_allowsms,hipaa_allowemail,fitness,contrastart,completed_ad,ad_reviewed,guardiansname,soap_import_status,cmsportal_login,care_team_provider,care_team_facility,care_team_status,industry,imm_reg_status,imm_reg_stat_effdate,publicity_code,publ_code_eff_date,protect_indicator,prot_indi_effdate,guardianrelationship,guardiansex,guardianaddress,guardiancity,guardianstate,guardianpostalcode,guardiancountry,guardianphone,guardianworkphone,guardianemail,birth_fname,birth_lname,birth_mname,dupscore,name_history,street_line_2,patient_groups,prevent_portal_apps,provider_since_date,created_by,updated_by,cost
99,NULL,99,English,Mrs.,Louise,R,Colon, ,12/13/1983,43,Female,80647 Janome Boulevard,Kyle,TX,78640,Hays County,,370-72-8188,963-028-7858,Marking and identification printing machine operator,Married,0,Black,Not Hispanic or Latino,,discount,NULL,,LC-78F-98B58,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,204
100,NULL,100,English,Mr.,Marvin,W,Deemer, ,9/18/1988,38,Male,81656 Eclipse Square,Austin,TX,78709,Travis County,,147-38-8363,697-356-5762,Operations research analyst,Married,0,White,Not Hispanic or Latino,,standard,NULL,,MD-54M-60261,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,94
101,NULL,101,English,Prof.,William,G,Rudolph,PhD,6/3/2006,20,Male,12116 St James Grove,San antonio,TX,78297,Bexar County,,662-07-5976,297-068-3227,Professor,Single,0,White,Not Hispanic or Latino,,standard,NULL,,WR-89M-87B57,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,99
102,NULL,102,English,,Dale,,Mitchell, ,6/18/1951,75,Male,59097 Rachael Place,Austin,TX,78738,Hays County,,225-18-0952,253-017-2529,Agricultural worker,Divorced,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,DM-22M-5F8D2,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,182
103,NULL,103,English,Mr.,Lionel,,Levitt,III,4/11/1969,57,Male,40591 Creedon Ct,Austin,TX,78799,Travis County,,866-10-1503,374-345-8179,Lyricist,Married,0,White,Not Hispanic or Latino,,standard,NULL,,LL-49M-D8947,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,41
104,NULL,104,English,,Humbert,,Sisneros, ,11/1/1947,79,Male,40735 Carkeek Blvd,Austin,TX,78759,Travis County,,828-72-5736,450-545-1980,Airbrush artist,Single,0,Hawaiian or Pacific Islander,Hispanic or Latino,,standard,NULL,,HS-19M-2285E,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,171
105,NULL,105,English,Mr.,Rene,L,Busson, ,9/20/1964,62,Male,58828 Hendrie St,New braunfels,TX,78130,Guadalupe County,,513-12-2562,457-234-3286,Floor finisher,Single,0,White,Not Hispanic or Latino,,standard,NULL,,RB-90M-248C1,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,163
106,NULL,106,English,,Ann,,Hauser, ,7/14/1947,79,Female,45876 Rayner Lane,San antonio,TX,78285,Bexar County,,441-19-6357,547-681-0148,Bartender,Divorced,0,Asian,Not Hispanic or Latino,,discount,NULL,,AH-21F-3AC1D,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,274
107,NULL,107,English,Mr.,Brett,T,McDowell, ,4/9/2004,22,Male,97811 Brooker Route,San antonio,TX,78231,Bexar County,,417-41-9761,840-137-5600,Human resources supervisor,Single,0,Asian,Not Hispanic or Latino,,standard,NULL,,BM-82M-D70E6,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,35
108,NULL,108,English,Mrs.,Luann,,Starnes,PMP,3/14/1949,77,Female,70971 Keegan Boulevard,Converse,TX,78109,Bexar County,,410-17-6946,711-098-9856,Insurance sales agent,Divorced,0,Black,Not Hispanic or Latino,,discount,NULL,,LS-89F-93F9D,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,138
109,NULL,109,English,Mr.,Jeremy,E,Cleggett, ,2/3/1989,37,Male,11693 Mudges Rd,San antonio,TX,78226,Bexar County,,667-92-5707,521-669-3811,GED teacher,Married,0,White,Hispanic or Latino,,standard,NULL,,JC-100M-5023F,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,282
110,NULL,110,English,Dr.,Thomas,D,Bagley,M.D.,6/18/1951,75,Male,60657 Novella Crescent,Cedar park,TX,78613,Travis County,,772-01-7342,411-198-1216,Chiropractic doctor,Single,0,Black,Hispanic or Latino,,discount,NULL,,TB-96M-840F9,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,157
111,NULL,111,English,Dr.,Paulo,R,Melo,M.D.,9/17/1964,62,Male,29187 Sidmouth Highway,Marion,TX,78124,Bexar County,,441-42-8733,936-125-3110,Pediatric dentist,Divorced,0,Asian,Not Hispanic or Latino,,discount,NULL,,PM-36M-19A19,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,180
112,NULL,112,English,Prof.,Dominic,E,Gray,PhD,10/23/2006,20,Male,60827 Chelwood St,Boerne,TX,78015,Bexar County,,801-23-1062,769-846-8913,Professor,Single,0,Black,Hispanic or Latino,,discount,NULL,,DG-34M-73182,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,129
113,NULL,113,English,Mrs.,Cheryl,D,Delariva, ,11/27/1985,41,Female,78778 Warden Cove,Austin,TX,78762,Travis County,,583-07-9053,928-043-8768,Chemical equipment operator,Divorced,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,CD-35F-932CD,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,74
114,NULL,114,English,Ms.,Daniela,P,Reinhardt, ,9/29/1941,85,Female,54496 Eastcott Dr,Round mountain,TX,78663,Hays County,,534-43-3186,877-947-0666,Margin clerk,Married,0,Black,Not Hispanic or Latino,,discount,NULL,,DR-55F-D0BE0,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,227
115,NULL,115,English,Ms.,Erin,D,Halle, ,4/8/1975,51,Female,66024 Karina Alley,Austin,TX,78721,Travis County,,436-97-4069,247-602-9685,Account clerk,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,EH-92F-BCA8B,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,69
116,NULL,116,English,Mr.,John,R,Rollins,MBA,2/7/1974,52,Male,40737 Arapiki Ct,Austin,TX,78735,Travis County,,391-79-0250,536-195-3520,Information designer,Married,0,Black,Not Hispanic or Latino,,discount,NULL,,JR-29M-F1774,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,178
117,NULL,117,English,Prof.,Guy,G,Guardado,PhD,4/28/1932,94,Male,11028 MacLoughlin Terrace,Austin,TX,78739,Hays County,,245-72-7444,977-136-6040,Professor,Single,0,White,Hispanic or Latino,,standard,NULL,,GG-75M-76BC3,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,112
118,NULL,118,English,Mrs.,Shannon,A,Redmon, ,1/21/1970,56,Female,88729 Geneva Trail,Austin,TX,78737,Hays County,,860-43-7852,241-852-6526,Head cook,Divorced,0,Asian,Hispanic or Latino,,standard,NULL,,SR-38F-7FB8D,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,267
119,NULL,119,English,Mr.,Roderick,M,Cullinan, ,6/15/1977,49,Male,63330 Redmond Terrace,Austin,TX,78716,Travis County,,723-47-2548,259-628-9584,Medical laboratory technologist,Single,0,White,Not Hispanic or Latino,,standard,NULL,,RC-65M-9A26B,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,155
120,NULL,120,English,Mrs.,Vicki,K,Blanton, ,3/25/1963,63,Female,81799 Barclay Boulevard,Austin,TX,78768,Travis County,,766-25-8741,537-933-1143,Mine safety engineer,Married,0,Black,Hispanic or Latino,,standard,NULL,,VB-78F-5931E,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,218
121,NULL,121,English,Mrs.,Selina,Z,Vedzizhev, ,6/16/2001,25,Female,7378 Dryden Ave,Saint hedwig,TX,78152,Bexar County,,418-15-3284,323-934-8828,Brokerage clerk,Divorced,0,Asian,Not Hispanic or Latino,,standard,NULL,,SV-31F-848A9,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,54
122,NULL,122,English,Prof.,Gines,,Romo,PhD,4/10/1935,91,Female,97284 Lowe Blvd,San antonio,TX,78240,Bexar County,,177-36-7896,670-772-1537,Professor,Married,0,Asian,Not Hispanic or Latino,,standard,NULL,,GR-93F-B64B9,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,126
123,NULL,123,English,Mrs.,Sieda,V,Aslakhanov, ,5/23/1973,53,Female,1570 Kaihuia Route,Austin,TX,78758,Travis County,,643-31-6196,209-170-1583,Loan interviewer,Married,0,Black,Hispanic or Latino,,standard,NULL,,SA-65F-107A8,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,169
124,NULL,124,English,Mr.,Akiyuki,R,Okano, ,11/12/1967,59,Male,86211 Kumai Pkwy,Manor,TX,78653,Bastrop County,,627-12-4084,678-094-5902,Order filler,Divorced,0,Black,Not Hispanic or Latino,,standard,NULL,,AO-36M-DF316,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,166
125,NULL,125,English,Mr.,Katochimeikato,,FusamiHayakawa, ,12/31/2004,22,Male,34884 Wray Alley,Austin,TX,78742,Travis County,,143-29-3688,802-873-5134,Shoe and leather repairer,Single,0,White,Hispanic or Latino,,discount,NULL,,KF-96M-76DB6,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,292
126,NULL,126,English,,Ada,B,Leonard, ,2/11/1996,30,Female,49605 MacKenzie Pass Cove,San antonio,TX,78227,Bexar County,,185-10-6056,416-137-3096,Packager,Divorced,0,Asian,Not Hispanic or Latino,,standard,NULL,,AL-20F-E2523,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,121
127,NULL,127,English,Ms.,Helen,M,Rodriguez, ,6/15/1929,97,Female,22023 Heke Way,Austin,TX,78702,Travis County,,370-86-5406,230-643-4600,Counter and rental clerk,Single,0,White,Hispanic or Latino,,standard,NULL,,HR-77F-3779B,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,242
128,NULL,128,English,Mrs.,Nikita,D,Lofgren, ,5/11/1951,75,Female,68649 Smithfield Ct,Boerne,TX,78006,Bexar County,,865-65-0302,222-023-8821,Desk clerk,Married,0,Black,Not Hispanic or Latino,,discount,NULL,,NL-89F-D0E76,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,275
129,NULL,129,English,Mrs.,Oneida,W,Pruett, ,7/21/1950,76,Female,15280 Lemnos Ln,Austin,TX,78739,Hays County,,740-17-4304,506-603-5517,Recreation leader,Single,0,White,Hispanic or Latino,,standard,NULL,,OP-99F-641DD,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,78
130,NULL,130,English,Mr.,Julian,I,Gatehouse, ,6/1/1925,101,Male,52880 Wescam Street,New braunfels,TX,78130,Guadalupe County,,399-84-7092,798-088-1535,Camera operator,Single,0,American Indian,Hispanic or Latino,,discount,NULL,,JG-51M-F0FCD,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,76
131,NULL,131,English,Ms.,Eva,,Collings, ,4/20/1982,44,Female,86868 Coates Sq,San antonio,TX,78259,Bexar County,,718-25-7634,775-604-5447,Mechanical drafter,Married,0,Black,Hispanic or Latino,,standard,NULL,,EC-39F-82EEE,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,118
